SiteCode	Year	paramDB	paramWeb	paramDisplayLabel	onlineNames	onlineData
NAT	2006	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NAT	2005	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NAT	2004	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NAT	2003	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NAT	2002	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NAT	2001	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NAT	2000	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NAT	1990	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2022	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2021	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2020	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2019	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2018	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2017	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2016	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2015	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2014	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2013	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2012	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2011	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2010	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2009	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2008	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2007	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2006	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2005	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2004	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2003	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2002	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2001	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
KES	2000	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
SHA	2017	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
SHA	2016	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2019	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2017	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2016	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2010	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2006	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2005	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2004	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2003	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
WHI	2002	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
MIL	2017	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
MIL	2011	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
MIL	2009	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
MIL	2006	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
MIL	2005	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
MIL	2003	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
MIL	2000	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2022	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2021	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2020	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2019	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2018	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2017	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2016	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2015	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2014	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2013	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2012	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2011	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2010	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2009	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2008	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2007	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2006	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2005	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2004	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2003	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2002	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2001	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	2000	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GDW	1990	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NML	2019	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NML	2014	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NML	2012	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NML	2007	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NML	2006	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
NML	2001	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2020	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2010	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2009	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2008	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2007	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2006	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2004	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2002	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	2001	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1998	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1996	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1988	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1983	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1982	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1974	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1971	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1970	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1969	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1968	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1967	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1966	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1965	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
CLE	1963	"DISCHARGE, SPILLWAY"	SpillwayDischarge	Spillway Discharge	Spillway Discharge (CFS)	1
GRL	2006	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
GRL	2005	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
GRL	2004	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
GRL	2003	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2022	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2021	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2020	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2019	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2018	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2017	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2016	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2015	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2014	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2013	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2012	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2011	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2010	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2009	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2008	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2007	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2006	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2005	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2004	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2003	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2002	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2001	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	2000	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1999	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1998	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1997	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1996	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1995	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1994	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1993	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1992	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1991	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BSF	1990	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2022	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2021	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2020	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2019	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2018	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2017	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2016	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2015	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2014	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2013	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2012	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2011	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2010	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2009	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2008	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2007	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2006	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2005	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2004	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2003	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2002	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2001	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	2000	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1999	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1998	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1997	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1996	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1995	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1994	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1993	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1990	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
BND	1989	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2022	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2021	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2020	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2019	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2018	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2017	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2016	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2015	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2014	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2013	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2012	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2011	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2010	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2009	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2008	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2007	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2006	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2005	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2004	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2003	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2002	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2001	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	2000	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	1999	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
CCR	1998	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	2007	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	2006	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	2005	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	2004	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	2003	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	2002	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	2001	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	2000	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	1999	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
DCV	1998	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
SDC	2022	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2022	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2021	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2020	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2019	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2018	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2017	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2016	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2015	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2014	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2013	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2012	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2011	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2010	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2009	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2008	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2007	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2006	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2005	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2004	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2003	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2002	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2001	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	2000	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	1999	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
JLF	1998	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2022	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2021	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2020	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2019	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2018	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2017	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2016	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2015	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2014	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2013	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2012	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2011	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2010	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2009	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2008	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2007	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2006	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2005	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2004	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2003	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2002	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2001	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	2000	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1999	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1998	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1997	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1996	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1995	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1994	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1993	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1992	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1991	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1990	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
KWK	1989	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2022	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2021	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2020	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2019	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2018	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2017	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2016	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2015	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2014	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2013	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2012	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2011	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2010	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2009	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
RDB	2008	"WATER, TURBIDITY"	Turbidity		Turbidity (NTU/FNU)	1
